SaleID,SaleDate,ProductID,Quantity,TotalPrice,CustomerID,StoreID,Profit
SALE0105482,2025-03-19,P1558,1,1498.58,CUST00066,STORE003,237.54258624484297
SALE0105483,2025-03-25,P2211,5,3303.5,CUST00479,STORE003,652.6079305638456
SALE0105484,2025-03-25,P1922,5,5301.45,CUST00046,STORE007,938.4533209993649
SALE0105485,2025-01-24,P1230,1,1363.06,CUST00871,STORE005,313.0101393874022
SALE0105486,2025-04-16,P1758,4,248.88,CUST00106,STORE001,53.764301938133116
SALE0105487,2025-02-15,P2164,1,199.64,CUST00110,STORE001,33.22541369920853
SALE0105488,2025-04-20,P1919,4,1309.56,CUST00358,STORE003,200.78560008841248
SALE0105489,2025-03-08,P2224,3,3875.64,CUST00629,STORE004,916.363481703895
SALE0105490,2025-01-13,P2151,5,390.0,CUST00928,STORE006,75.0291344438794
SALE0105491,2025-02-07,P2243,1,2295.97,CUST00304,STORE005,538.1616451309802
SALE0105492,2025-02-11,P1265,2,4684.64,CUST00896,STORE008,868.6556879167275
SALE0105493,2025-01-20,P1359,1,539.36,CUST00526,STORE008,93.52027061600161
SALE0105494,2025-01-28,P2365,2,159.72,CUST00445,STORE006,31.174836658172946
SALE0105495,2025-02-26,P2390,1,119.3,CUST00925,STORE006,28.091210294020552
SALE0105496,2025-01-08,P1613,3,1219.35,CUST00131,STORE007,289.84982205050994
SALE0105497,2025-05-21,P1388,4,1066.48,CUST00366,STORE007,254.27854972169663
SALE0105498,2025-05-03,P2423,3,619.26,CUST00842,STORE003,124.88244489969642
SALE0105499,2025-03-16,P2167,1,319.89,CUST00809,STORE002,54.2245212509878
SALE0105500,2025-04-17,P1216,3,2914.29,CUST00326,STORE004,527.9520793246625
SALE0105501,2025-02-22,P2322,1,376.93,CUST00498,STORE006,71.2756075873016
SALE0105502,2025-05-12,P1538,4,978.6,CUST00538,STORE003,192.99006876094916
SALE0105503,2025-04-17,P2462,1,1224.55,CUST00869,STORE010,288.73083462660225
SALE0105504,2025-06-05,P1445,1,1488.65,CUST00642,STORE006,254.88866969936169
SALE0105505,2025-04-17,P1420,4,380.32,CUST00818,STORE008,69.41092538051385
SALE0105506,2025-02-05,P2494,2,1298.18,CUST00152,STORE009,252.99422521374274
SALE0105507,2025-05-01,P2218,3,10785.72,CUST00470,STORE002,2508.479961412646
SALE0105508,2025-06-19,P1526,3,1718.13,CUST00054,STORE001,429.4818642219704
SALE0105509,2025-02-17,P2001,2,544.68,CUST00554,STORE002,116.39246430338922
SALE0105510,2025-03-08,P1203,3,998.34,CUST00325,STORE001,197.22884648243524
SALE0105511,2025-05-01,P2462,1,1224.55,CUST00819,STORE004,216.51605413519226
SALE0105512,2025-02-28,P2127,4,2746.28,CUST00938,STORE001,561.7364402741272
SALE0105513,2025-01-10,P1224,5,599.0,CUST00056,STORE008,142.6467695669723
SALE0105514,2025-01-06,P1811,2,386.72,CUST00733,STORE008,82.80828039487514
SALE0105515,2025-02-21,P1117,5,6898.0,CUST00501,STORE009,1532.0859350264957
SALE0105516,2025-02-17,P2420,4,5645.36,CUST00478,STORE008,1179.671533513591
SALE0105517,2025-06-10,P2165,2,951.14,CUST00589,STORE004,201.48327616354086
SALE0105518,2025-03-05,P1189,4,5095.56,CUST00137,STORE002,997.9175422765428
SALE0105519,2025-03-04,P2409,1,277.16,CUST00929,STORE004,56.42383615202724
SALE0105520,2025-06-15,P1415,1,659.64,CUST00344,STORE004,136.13808573848226
SALE0105521,2025-03-21,P1303,4,681.4,CUST00021,STORE006,124.47775487358211
SALE0105522,2025-03-29,P1585,2,63.86,CUST00826,STORE003,10.640014900120978
SALE0105523,2025-02-05,P2101,3,2639.07,CUST00845,STORE003,484.73718709906615
SALE0105524,2025-05-12,P1737,1,177.6,CUST00297,STORE006,31.96551232222682
SALE0105525,2025-01-14,P2203,4,7217.92,CUST00402,STORE009,1458.7101586068459
SALE0105526,2025-05-30,P1427,5,503.9,CUST00801,STORE007,123.72454219360671
SALE0105527,2025-06-18,P1796,4,4003.96,CUST00730,STORE003,701.8738167081065
SALE0105528,2025-06-28,P1342,2,1973.62,CUST00078,STORE001,415.5479223380874
SALE0105529,2025-06-12,P2000,1,418.05,CUST00129,STORE007,75.81240709479034
SALE0105530,2025-01-22,P1275,5,4287.35,CUST00212,STORE001,900.8243661773745
SALE0105531,2025-03-30,P2351,5,359.8,CUST00300,STORE005,85.07659641541282
SALE0105532,2025-03-06,P2344,5,1229.7,CUST00287,STORE007,194.2449466216197
SALE0105533,2025-06-15,P1434,3,566.1,CUST00892,STORE003,96.84559897709109
SALE0105534,2025-02-16,P1407,2,538.94,CUST00907,STORE005,110.55907134080506
SALE0105535,2025-03-17,P2145,5,26521.1,CUST00287,STORE004,5476.293876707414
SALE0105536,2025-01-18,P2421,2,465.26,CUST00573,STORE004,77.01217867854415
SALE0105537,2025-01-31,P1350,5,158.15,CUST00789,STORE003,38.813519595669064
SALE0105538,2025-05-19,P1748,2,68.44,CUST00711,STORE008,15.653550878816695
SALE0105539,2025-01-04,P2084,4,6296.44,CUST00985,STORE003,1552.1685291654571
SALE0105540,2025-02-21,P1641,1,1177.91,CUST00552,STORE005,281.95968687474135
SALE0105541,2025-05-14,P1962,5,1837.65,CUST00452,STORE008,345.92242343940075
SALE0105542,2025-02-11,P1108,5,8187.4,CUST00858,STORE004,1987.7431535126584
SALE0105543,2025-01-20,P2195,2,3329.6,CUST00599,STORE008,515.4769224678311
SALE0105544,2025-04-22,P2059,4,4857.0,CUST00531,STORE006,922.1217513697765
SALE0105545,2025-04-18,P1737,1,177.6,CUST00395,STORE008,33.35571863882562
SALE0105546,2025-02-13,P1930,4,1488.72,CUST00729,STORE006,268.46759945372594
SALE0105547,2025-06-16,P2141,5,8706.9,CUST00951,STORE002,1958.5071152405797
SALE0105548,2025-04-21,P1775,3,159832.11,CUST00140,STORE006,31873.701026051705
SALE0105549,2025-01-28,P1584,4,3448.04,CUST00875,STORE004,570.2729902159965
SALE0105550,2025-04-23,P2348,3,108297.81,CUST00072,STORE007,27071.665244962292
SALE0105551,2025-05-02,P2389,4,2029.88,CUST00240,STORE008,381.17237446475343
SALE0105552,2025-06-03,P1229,3,2589.48,CUST00647,STORE005,413.92529966827533
SALE0105553,2025-05-11,P1464,5,2654.7,CUST00734,STORE009,498.6297797222573
SALE0105554,2025-01-15,P1732,2,509.3,CUST00231,STORE001,105.89797502335166
SALE0105555,2025-05-01,P1684,3,93471.6,CUST00191,STORE010,21931.19925027567
SALE0105556,2025-04-20,P1453,2,419.44,CUST00998,STORE009,82.6930957433492
SALE0105557,2025-04-03,P1910,2,49628.52,CUST00559,STORE008,9377.14975401373
SALE0105558,2025-05-02,P2383,1,6920.21,CUST00128,STORE006,1529.9649501879132
SALE0105559,2025-05-01,P2207,3,133.05,CUST00768,STORE008,22.69800091737485
SALE0105560,2025-06-22,P2425,5,7309.7,CUST00373,STORE007,1393.140519152012
SALE0105561,2025-05-28,P1545,1,50116.87,CUST00006,STORE010,12084.098470104358
SALE0105562,2025-06-14,P2013,5,992.4,CUST00031,STORE003,192.863926923005
SALE0105563,2025-01-12,P1599,4,4766.48,CUST00738,STORE003,1138.8916232666709
SALE0105564,2025-05-25,P1086,4,1859.4,CUST00778,STORE008,463.2464953907718
SALE0105565,2025-02-09,P2295,1,53.85,CUST00497,STORE005,11.657542050413248
SALE0105566,2025-05-25,P1821,1,1545.31,CUST00078,STORE004,291.99888724397243
SALE0105567,2025-02-15,P2462,2,2449.1,CUST00494,STORE009,450.8406409155588
SALE0105568,2025-02-26,P2475,2,1164.9,CUST00037,STORE008,222.1038363888202
SALE0105569,2025-03-15,P1285,5,366.6,CUST00568,STORE002,78.71798295231275
SALE0105570,2025-01-26,P2259,2,128204.02,CUST00023,STORE008,31638.661413423113
SALE0105571,2025-03-12,P1110,4,136872.72,CUST00384,STORE001,22051.21859290683
SALE0105572,2025-02-04,P1491,2,40616.58,CUST00912,STORE003,6719.50178596321
SALE0105573,2025-02-13,P1816,1,3606.54,CUST00291,STORE007,571.5272594314513
SALE0105574,2025-03-16,P1461,1,368.26,CUST00053,STORE004,75.28126282093419
SALE0105575,2025-05-19,P1340,1,145.91,CUST00180,STORE004,28.813661886139474
SALE0105576,2025-01-09,P1661,3,561.15,CUST00963,STORE003,122.91025881351109
SALE0105577,2025-05-17,P1033,5,3352.9,CUST00664,STORE002,784.7858309845955
SALE0105578,2025-01-22,P1716,5,6631.0,CUST00245,STORE002,1262.762640376348
SALE0105579,2025-05-10,P1253,4,301.56,CUST00095,STORE003,59.19662439298776
SALE0105580,2025-04-14,P2244,3,229.38,CUST00371,STORE003,50.98748461149728
SALE0105581,2025-01-08,P2425,4,5847.76,CUST00263,STORE008,1109.3245428844323
SALE0105582,2025-02-02,P2195,5,8324.0,CUST00733,STORE006,1726.5460119982426
SALE0105583,2025-06-26,P1097,1,72.51,CUST00182,STORE009,15.516719170503087
SALE0105584,2025-01-09,P1318,3,3309.66,CUST00550,STORE008,807.1202024841298
SALE0105585,2025-01-28,P1417,5,3599.05,CUST00321,STORE010,818.7910826884229
SALE0105586,2025-06-01,P1948,4,1213.72,CUST00233,STORE002,245.6219237012556
SALE0105587,2025-04-11,P2073,4,36683.64,CUST00994,STORE003,7137.912379837071
SALE0105588,2025-04-04,P1869,1,1701.02,CUST00895,STORE004,368.60316436773667
SALE0105589,2025-06-18,P1287,5,1142.7,CUST00805,STORE007,275.79275234460283
SALE0105590,2025-05-18,P2007,2,1535.56,CUST00609,STORE009,364.72703344349304
SALE0105591,2025-05-20,P2486,5,739.05,CUST00408,STORE005,156.74810335471116
SALE0105592,2025-02-03,P1765,5,789.75,CUST00936,STORE007,165.85003874175425
SALE0105593,2025-03-23,P1211,4,7467.08,CUST00351,STORE003,1688.0894855063978
SALE0105594,2025-05-15,P1213,5,2350.15,CUST00551,STORE008,357.55733707441385
SALE0105595,2025-06-08,P1964,1,1066.09,CUST00359,STORE006,206.708907796091
SALE0105596,2025-02-04,P1055,4,5244.8,CUST00197,STORE001,797.0489404102873
SALE0105597,2025-03-29,P1049,5,2243.2,CUST00477,STORE006,466.83349678931137
SALE0105598,2025-03-19,P2266,1,653.74,CUST00045,STORE004,118.12153584042889
SALE0105599,2025-06-03,P1741,5,2606.65,CUST00161,STORE008,419.4277255563923
SALE0105600,2025-06-27,P1230,2,2726.12,CUST00188,STORE008,617.3380911876465
SALE0105601,2025-01-10,P1403,1,384.75,CUST00217,STORE005,95.07575659976403
SALE0105602,2025-06-07,P2360,2,341.62,CUST00381,STORE009,76.78760267625462
SALE0105603,2025-05-07,P2245,5,155.65,CUST00755,STORE002,35.819054613994524
SALE0105604,2025-06-12,P1219,2,262.08,CUST00543,STORE002,61.99412878436592
SALE0105605,2025-03-05,P1000,1,1432.27,CUST00576,STORE010,324.7848853747733
SALE0105606,2025-01-07,P2032,5,580.65,CUST00138,STORE010,135.60665686939114
SALE0105607,2025-01-25,P1533,4,9474.32,CUST00953,STORE003,1753.7658103230679
SALE0105608,2025-02-21,P2296,4,8198.68,CUST00973,STORE002,1822.75232820681
SALE0105609,2025-05-15,P2352,1,32.74,CUST00563,STORE001,5.0313083477774745
SALE0105610,2025-05-25,P1616,5,6680.1,CUST00952,STORE001,1433.5614533556025
SALE0105611,2025-01-28,P1030,3,275.67,CUST00130,STORE001,63.59961748575886
SALE0105612,2025-02-26,P1374,4,2184.96,CUST00377,STORE007,361.80992268461597
SALE0105613,2025-05-31,P1670,5,2268.2,CUST00029,STORE010,503.37907131481643
SALE0105614,2025-05-27,P1436,5,1193.0,CUST00764,STORE005,265.4614213625926
SALE0105615,2025-05-01,P2456,1,1910.84,CUST00675,STORE009,292.8043201612276
SALE0105616,2025-02-11,P1384,5,6334.5,CUST00524,STORE009,1480.8277256974725
SALE0105617,2025-02-02,P2386,3,4328.1,CUST00731,STORE010,710.4740363596285
SALE0105618,2025-01-12,P1050,1,420.75,CUST00249,STORE004,65.36893692681946
SALE0105619,2025-04-14,P1775,2,106554.74,CUST00518,STORE004,17950.47197614884
SALE0105620,2025-04-25,P1632,4,628.92,CUST00592,STORE006,141.05595764221644
SALE0105621,2025-06-12,P2162,1,44782.44,CUST00065,STORE010,10763.636629197974
SALE0105622,2025-03-28,P1492,5,6034.2,CUST00455,STORE005,1035.6985204901664
SALE0105623,2025-02-15,P2490,5,115431.75,CUST00995,STORE010,28144.8911072099
SALE0105624,2025-02-14,P2214,5,2439.45,CUST00511,STORE007,507.8798579784775
SALE0105625,2025-04-09,P2292,5,366.05,CUST00921,STORE010,72.96829308228179
SALE0105626,2025-05-03,P2475,1,582.45,CUST00494,STORE001,133.9879091031785
SALE0105627,2025-04-17,P2460,4,2228.8,CUST00765,STORE004,382.0259279993874
SALE0105628,2025-05-22,P1941,3,2152.8,CUST00861,STORE006,471.17782219038077
SALE0105629,2025-01-18,P2365,2,159.72,CUST00194,STORE006,26.895301178865232
SALE0105630,2025-04-10,P1357,5,10979.5,CUST00065,STORE004,1875.7712255334877
SALE0105631,2025-03-15,P1445,4,5954.6,CUST00146,STORE009,1044.3167584059713
SALE0105632,2025-01-29,P2021,5,3843.7,CUST00628,STORE002,755.2035891240046
SALE0105633,2025-05-04,P2317,3,4077.42,CUST00777,STORE007,894.8139704126642
SALE0105634,2025-02-23,P1242,4,551.6,CUST00013,STORE007,98.17491617243101
SALE0105635,2025-06-27,P2042,1,44.86,CUST00359,STORE007,7.90778043170569
SALE0105636,2025-04-04,P1612,1,971.99,CUST00532,STORE007,241.16335796005842
SALE0105637,2025-06-23,P1455,5,9876.65,CUST00136,STORE006,2328.641637226577
SALE0105638,2025-02-16,P1060,5,6086.7,CUST00925,STORE006,1010.9455276287349
SALE0105639,2025-05-24,P2448,3,1080.0,CUST00289,STORE004,252.17305166675996
SALE0105640,2025-06-16,P2382,4,310433.8,CUST00537,STORE005,77333.77512739968
SALE0105641,2025-04-15,P2152,2,195861.3,CUST00536,STORE001,33363.35774174296
SALE0105642,2025-04-13,P1972,2,5322.16,CUST00801,STORE004,1047.2737256963806
SALE0105643,2025-03-29,P2461,4,899.24,CUST00062,STORE006,212.61910202008718
SALE0105644,2025-05-23,P2315,3,4658.34,CUST00524,STORE010,873.7091330199577
SALE0105645,2025-04-19,P1442,1,683.39,CUST00411,STORE009,104.49404755831179
SALE0105646,2025-06-17,P1185,4,681.0,CUST00890,STORE006,136.84266072923774
SALE0105647,2025-03-30,P2341,1,1635.73,CUST00816,STORE007,387.11580456923525
SALE0105648,2025-04-16,P2228,3,3319.02,CUST00251,STORE010,557.2287362933491
SALE0105649,2025-04-08,P1716,3,3978.6,CUST00379,STORE005,833.5129045733331
SALE0105650,2025-06-24,P2188,2,271.1,CUST00805,STORE004,55.61405727443341
SALE0105651,2025-03-15,P1274,3,210736.89,CUST00473,STORE005,34005.60396088084
SALE0105652,2025-06-28,P2372,2,4737.24,CUST00880,STORE008,926.8001278238294
SALE0105653,2025-06-02,P1990,1,164.55,CUST00342,STORE009,40.49665915310248
SALE0105654,2025-04-14,P2053,2,11290.74,CUST00147,STORE004,1753.9052998558286
SALE0105655,2025-02-25,P2014,4,7713.44,CUST00797,STORE009,1674.4443674216018
SALE0105656,2025-03-24,P2028,1,984.78,CUST00598,STORE009,156.21266643583712
SALE0105657,2025-01-08,P1539,4,231371.68,CUST00763,STORE010,57059.76267879176
SALE0105658,2025-04-06,P2247,4,535.52,CUST00800,STORE008,130.26434715442048
SALE0105659,2025-03-29,P1578,5,1946.4,CUST00549,STORE004,413.3415816583251
SALE0105660,2025-01-06,P1731,3,663.09,CUST00886,STORE004,158.74423655183992
SALE0105661,2025-05-24,P2183,2,290.44,CUST00662,STORE008,65.14421772903941
SALE0105662,2025-05-08,P2153,5,218782.1,CUST00790,STORE009,54674.56711236294
SALE0105663,2025-06-01,P1230,3,4089.18,CUST00901,STORE001,811.846066491561
SALE0105664,2025-05-08,P2335,5,1016.1,CUST00629,STORE009,165.47036653186646
SALE0105665,2025-05-24,P2216,4,6050.88,CUST00453,STORE001,1032.483755751352
SALE0105666,2025-05-11,P2404,5,5118.5,CUST00991,STORE007,887.9416108673659
SALE0105667,2025-05-16,P1419,4,4125.56,CUST00757,STORE006,933.9501957757318
SALE0105668,2025-03-22,P1659,4,453.84,CUST00618,STORE003,110.74128569256463
SALE0105669,2025-03-24,P2321,3,2873.31,CUST00056,STORE010,715.5821536278628
SALE0105670,2025-05-02,P1137,3,2096.58,CUST00380,STORE007,401.9606883195807
SALE0105671,2025-03-29,P1116,3,105976.23,CUST00865,STORE009,17472.48285871416
SALE0105672,2025-06-20,P1027,1,1669.37,CUST00136,STORE004,409.62468574567913
SALE0105673,2025-06-02,P1368,5,456.4,CUST00437,STORE006,107.71221398165386
SALE0105674,2025-04-11,P1569,5,5079.15,CUST00749,STORE001,1042.4677463370804
SALE0105675,2025-01-11,P2064,5,308.6,CUST00332,STORE007,76.57872582325025
SALE0105676,2025-01-14,P1326,1,844.64,CUST00722,STORE001,149.8469904740197
SALE0105677,2025-01-22,P1595,1,3016.65,CUST00948,STORE010,567.7733934190115
SALE0105678,2025-04-09,P1296,4,1158.64,CUST00451,STORE005,175.24147764826165
SALE0105679,2025-01-19,P1196,5,4478.85,CUST00368,STORE009,686.0626592349603
SALE0105680,2025-06-16,P1183,2,1409.34,CUST00536,STORE007,307.96649638119237
SALE0105681,2025-06-06,P1095,1,800.13,CUST00756,STORE004,125.88304917391514
SALE0105682,2025-01-11,P1725,4,1310.64,CUST00837,STORE002,281.45586740406463
SALE0105683,2025-05-28,P1101,5,1325.0,CUST00826,STORE007,250.59448957021868
SALE0105684,2025-04-14,P1739,1,83.79,CUST00457,STORE005,15.644183733005438
SALE0105685,2025-06-17,P2047,1,1725.47,CUST00194,STORE003,386.63590024249936
SALE0105686,2025-05-25,P2356,3,68040.15,CUST00919,STORE002,15191.349261545669
SALE0105687,2025-02-11,P1645,4,2821.36,CUST00920,STORE001,693.7045824891316
SALE0105688,2025-05-30,P1154,2,5779.5,CUST00372,STORE003,882.8943591915095
SALE0105689,2025-03-28,P2407,1,470.03,CUST00775,STORE008,95.71863650531161
SALE0105690,2025-01-13,P1119,5,1240.8,CUST00200,STORE008,226.01304379958952
SALE0105691,2025-02-20,P2333,5,302762.65,CUST00268,STORE010,61858.8190695463
SALE0105692,2025-03-02,P2016,2,1110.74,CUST00515,STORE010,271.31849560932926
SALE0105693,2025-01-27,P1206,3,265474.89,CUST00900,STORE005,59405.52094540759
SALE0105694,2025-03-22,P2411,2,1363.72,CUST00259,STORE005,216.9623343411046
SALE0105695,2025-04-20,P2156,3,92.46,CUST01000,STORE006,22.14463614018014
SALE0105696,2025-05-21,P2138,4,294.44,CUST00323,STORE007,47.028640312333266
SALE0105697,2025-01-15,P1676,4,78927.96,CUST00867,STORE001,18022.69151387663
SALE0105698,2025-05-12,P1570,3,550.35,CUST00947,STORE007,132.02501530220727
SALE0105699,2025-04-20,P1554,1,772.78,CUST00729,STORE003,116.48553920428341
SALE0105700,2025-02-16,P2148,3,681.03,CUST00793,STORE006,143.9733704381997
SALE0105701,2025-04-17,P2386,1,1442.7,CUST00483,STORE008,302.2643890316261
SALE0105702,2025-01-07,P1540,2,8726.14,CUST00154,STORE004,2123.2580160916546
SALE0105703,2025-01-17,P1332,5,7315.15,CUST00850,STORE009,1211.5116660047072
SALE0105704,2025-05-13,P1886,3,93.48,CUST00086,STORE010,22.84158292012629
SALE0105705,2025-02-22,P2319,2,1589.52,CUST00999,STORE002,277.71206923982317
SALE0105706,2025-06-15,P1789,5,1972.1,CUST00570,STORE005,301.4658837366217
SALE0105707,2025-06-03,P1497,4,6676.08,CUST00244,STORE008,1242.7720633810077
SALE0105708,2025-01-29,P1591,4,722.0,CUST00512,STORE008,109.22812480805644
SALE0105709,2025-01-29,P1555,1,2913.54,CUST00010,STORE008,598.9028816151734
SALE0105710,2025-04-11,P1150,4,455.88,CUST00869,STORE003,84.4841244067177
SALE0105711,2025-03-19,P2088,3,504.18,CUST00088,STORE005,92.658736570486
SALE0105712,2025-04-15,P2307,3,172.29,CUST00897,STORE004,30.741169597996027
SALE0105713,2025-04-05,P1647,5,1425.0,CUST00558,STORE009,318.14283861464395
SALE0105714,2025-05-21,P1785,4,7659.4,CUST00558,STORE008,1495.3682297220575
SALE0105715,2025-02-01,P1373,2,536.74,CUST00808,STORE009,119.27242170247698
SALE0105716,2025-05-23,P1137,3,2096.58,CUST00340,STORE001,514.6530497594244
SALE0105717,2025-05-08,P1483,3,6575.52,CUST00999,STORE008,1328.0266830446424
SALE0105718,2025-02-04,P2348,1,36099.27,CUST00232,STORE010,7570.560016424268
SALE0105719,2025-03-21,P1505,5,343.05,CUST00350,STORE004,83.09701926733388
SALE0105720,2025-06-15,P2411,5,3409.3,CUST00930,STORE002,837.6416795991119
SALE0105721,2025-05-23,P1261,3,4604.97,CUST00020,STORE006,813.4620142468555
SALE0105722,2025-03-15,P2460,3,1671.6,CUST00241,STORE009,264.2554475600249
SALE0105723,2025-01-17,P2467,2,85.04,CUST00522,STORE003,18.30611455797097
SALE0105724,2025-03-05,P1453,1,209.72,CUST00905,STORE006,47.86339166735502
SALE0105725,2025-05-26,P1797,5,2330.95,CUST00339,STORE002,531.9786675919645
SALE0105726,2025-01-29,P1196,4,3583.08,CUST00176,STORE009,879.8892806208978
SALE0105727,2025-03-01,P2494,3,1947.27,CUST00033,STORE007,473.19261297288455
SALE0105728,2025-03-09,P1031,2,1197.9,CUST00575,STORE006,288.80506287000895
SALE0105729,2025-06-08,P1361,2,492.26,CUST00114,STORE003,112.6977678462859
SALE0105730,2025-02-26,P1360,2,179238.2,CUST00385,STORE006,30231.136733092113
SALE0105731,2025-04-21,P1381,5,14617.1,CUST00375,STORE009,3551.8095343794826
SALE0105732,2025-05-08,P1431,4,312249.4,CUST00787,STORE010,61644.33240815887
SALE0105733,2025-01-25,P2263,1,1074.48,CUST00342,STORE007,240.69141902432867
SALE0105734,2025-04-19,P2489,3,6393.57,CUST00095,STORE005,968.1742951422658
SALE0105735,2025-05-25,P1526,2,1145.42,CUST00601,STORE004,241.7711784793687
SALE0105736,2025-01-04,P2481,4,5011.8,CUST00649,STORE006,944.7753797111923
SALE0105737,2025-04-14,P2181,3,78760.26,CUST00480,STORE008,19180.95078524313
SALE0105738,2025-06-29,P2309,1,138.38,CUST00217,STORE009,21.697806321772926
SALE0105739,2025-06-08,P1459,1,268.56,CUST00915,STORE002,63.086283004306786
SALE0105740,2025-06-26,P1267,2,1039.58,CUST00191,STORE009,203.69412142975466
SALE0105741,2025-01-08,P2389,5,2537.35,CUST00537,STORE006,516.1911276133924
SALE0105742,2025-03-09,P1999,2,1972.46,CUST00527,STORE005,307.22734578152216
SALE0105743,2025-03-13,P1746,1,1524.92,CUST00951,STORE001,318.07525123196046
SALE0105744,2025-01-23,P1970,1,69.59,CUST00070,STORE001,12.374889491910697
SALE0105745,2025-06-03,P2208,1,46.81,CUST00984,STORE010,8.141413876748679
SALE0105746,2025-04-03,P1988,4,92392.16,CUST00654,STORE001,15245.107351607345
SALE0105747,2025-04-28,P2295,5,269.25,CUST00842,STORE007,57.97719623476634
SALE0105748,2025-02-17,P1855,4,253.8,CUST00082,STORE009,59.39417283859224
SALE0105749,2025-06-04,P1137,4,2795.44,CUST00060,STORE002,492.3675199290341
SALE0105750,2025-01-27,P1645,4,2821.36,CUST00969,STORE001,551.9689624080622
SALE0105751,2025-04-26,P1857,2,1448.76,CUST00622,STORE006,346.53002755056906
SALE0105752,2025-05-29,P1980,5,427.7,CUST00979,STORE003,86.49584691174057
SALE0105753,2025-02-12,P1732,3,763.95,CUST00418,STORE006,134.7651359536189
SALE0105754,2025-03-04,P1762,1,157.93,CUST00006,STORE007,36.80634646318898
SALE0105755,2025-04-01,P1266,1,712.55,CUST00941,STORE003,144.65740990202278
SALE0105756,2025-04-18,P1155,1,76.94,CUST00987,STORE003,13.866785137848394
SALE0105757,2025-04-11,P1687,1,122.14,CUST00143,STORE005,26.007852062175846
SALE0105758,2025-03-17,P1647,3,855.0,CUST00007,STORE004,205.8672024839243
SALE0105759,2025-02-12,P1710,5,1789.2,CUST00135,STORE008,364.23327833505056
SALE0105760,2025-01-03,P1903,2,1219.04,CUST00085,STORE004,281.3747629712472
SALE0105761,2025-02-03,P1249,3,591.45,CUST00321,STORE001,134.41371309205255
SALE0105762,2025-01-11,P2411,3,2045.58,CUST00341,STORE001,401.90777233833586
SALE0105763,2025-04-20,P2073,3,27512.73,CUST00857,STORE002,5671.488437938886
SALE0105764,2025-02-12,P1068,3,817.53,CUST00906,STORE001,193.21087214037166
SALE0105765,2025-01-16,P1196,2,1791.54,CUST00145,STORE010,296.41281614450907
SALE0105766,2025-04-20,P2011,5,1292.05,CUST00314,STORE004,296.3796142134264
SALE0105767,2025-02-18,P2237,3,1540.77,CUST00448,STORE002,283.66623256594085
SALE0105768,2025-05-07,P2279,4,547.72,CUST00902,STORE009,121.3105851541753
SALE0105769,2025-06-28,P1021,4,1125.88,CUST00738,STORE006,257.78720484703456
SALE0105770,2025-01-13,P2227,3,198732.99,CUST00737,STORE001,30718.39304492557
SALE0105771,2025-02-11,P2388,2,1286.42,CUST00247,STORE004,204.1176140795943
SALE0105772,2025-05-24,P1893,3,1613.16,CUST00186,STORE005,390.9891872813898
SALE0105773,2025-06-03,P2029,5,1648.15,CUST00462,STORE005,344.48710672617125
SALE0105774,2025-02-07,P2202,3,890.13,CUST00115,STORE007,187.3160737533158
SALE0105775,2025-03-09,P1171,2,5186.06,CUST00039,STORE002,1068.0846924732014
SALE0105776,2025-06-04,P1588,1,663.77,CUST00397,STORE008,110.27636481796756
SALE0105777,2025-01-02,P1471,3,551.31,CUST00209,STORE007,135.4244092337533
SALE0105778,2025-06-29,P1301,4,6630.32,CUST00866,STORE005,1240.0850471714093
SALE0105779,2025-03-22,P2268,2,3266.32,CUST00319,STORE006,557.6906973594753
SALE0105780,2025-01-29,P1459,2,537.12,CUST00016,STORE005,118.52947963049326
SALE0105781,2025-05-08,P2094,5,2172.85,CUST00301,STORE003,391.89724583224483
SALE0105782,2025-01-18,P2014,2,3856.72,CUST00173,STORE004,771.3436802211933
SALE0105783,2025-02-19,P1447,1,246.2,CUST00883,STORE010,47.02546041688487
SALE0105784,2025-05-29,P2419,5,13328.9,CUST00185,STORE004,2523.8131358381956
SALE0105785,2025-02-15,P1453,1,209.72,CUST00160,STORE009,32.52917927873524
SALE0105786,2025-05-04,P1611,3,1474.65,CUST00456,STORE008,238.12483234409729
SALE0105787,2025-04-26,P1488,3,1757.91,CUST00681,STORE002,363.00453776832325
SALE0105788,2025-06-05,P1110,2,68436.36,CUST00933,STORE003,10968.487189752124
SALE0105789,2025-03-17,P1450,1,2457.98,CUST00767,STORE007,496.93235587328394
SALE0105790,2025-04-21,P1830,4,380.32,CUST00840,STORE001,92.79339975593905
SALE0105791,2025-05-04,P1292,2,1691.38,CUST00358,STORE003,274.14270629375534
SALE0105792,2025-04-27,P2229,1,305.33,CUST00325,STORE001,50.785703171498454
SALE0105793,2025-04-11,P1569,2,2031.66,CUST00117,STORE004,470.7598893507075
SALE0105794,2025-04-03,P1319,4,513.6,CUST00942,STORE004,99.52044715551041
SALE0105795,2025-01-05,P2326,5,10875.85,CUST00838,STORE007,1921.5338235380373
SALE0105796,2025-01-07,P1557,4,819.8,CUST00099,STORE007,184.98159117629967
SALE0105797,2025-01-21,P2300,3,1333.32,CUST00043,STORE005,215.99803991565787
SALE0105798,2025-04-11,P1653,5,5195.5,CUST00778,STORE001,1058.2290475321722
SALE0105799,2025-04-05,P2041,3,411.51,CUST00330,STORE004,76.41734480805614
SALE0105800,2025-04-28,P1674,2,601.44,CUST00541,STORE005,144.69402605656336
