SaleID,SaleDate,ProductID,Quantity,TotalPrice,CustomerID,StoreID
SALE0103260,2025-01-19,P1013,4,12972.6,CUST00851,STORE009
SALE0103261,2025-04-27,P2430,1,196.13,CUST00710,STORE009
SALE0103262,2025-01-07,P1885,3,4597.26,CUST00005,STORE010
SALE0103263,2025-06-07,P2496,5,283.6,CUST00395,STORE008
SALE0103264,2025-03-11,P2038,2,1638.02,CUST00443,STORE003
SALE0103265,2025-06-03,P1277,3,765.36,CUST00410,STORE001
SALE0103266,2025-05-07,P2068,1,485.43,CUST00499,STORE007
SALE0103267,2025-03-06,P1760,4,363.8,CUST00163,STORE004
SALE0103268,2025-02-21,P1418,2,1130.0,CUST00371,STORE007
SALE0103269,2025-03-31,P2106,4,885.72,CUST00024,STORE008
SALE0103270,2025-05-19,P1485,2,1023.92,CUST00633,STORE004
SALE0103271,2025-03-22,P1382,1,506.51,CUST00514,STORE004
SALE0103272,2025-05-08,P2221,1,70.03,CUST00050,STORE002
SALE0103273,2025-02-16,P1012,2,126.98,CUST00586,STORE003
SALE0103274,2025-06-24,P1903,1,609.52,CUST00956,STORE005
SALE0103275,2025-06-26,P2211,3,1982.1,CUST00810,STORE010
SALE0103276,2025-06-19,P1539,1,57842.92,CUST00177,STORE003
SALE0103277,2025-02-07,P1051,4,1529.64,CUST00289,STORE007
SALE0103278,2025-02-11,P1881,3,618.75,CUST00540,STORE009
SALE0103279,2025-04-27,P2348,1,36099.27,CUST00757,STORE003
SALE0103280,2025-04-18,P1874,3,523.71,CUST00972,STORE010
SALE0103281,2025-02-20,P1098,1,296.19,CUST00901,STORE009
SALE0103282,2025-01-14,P2006,5,214.5,CUST00645,STORE010
SALE0103283,2025-04-23,P2393,5,848.2,CUST00160,STORE003
SALE0103284,2025-04-09,P1472,3,1304.04,CUST00883,STORE008
SALE0103285,2025-05-31,P1860,2,322.36,CUST00762,STORE001
SALE0103286,2025-05-09,P1758,5,311.1,CUST00458,STORE002
SALE0103287,2025-01-15,P1522,2,1764.78,CUST00873,STORE010
SALE0103288,2025-05-11,P2013,2,396.96,CUST00165,STORE006
SALE0103289,2025-05-23,P1818,2,204.64,CUST00471,STORE001
SALE0103290,2025-04-13,P2303,1,60888.68,CUST00704,STORE009
SALE0103291,2025-03-06,P1599,5,5958.1,CUST00913,STORE008
SALE0103292,2025-04-12,P1081,3,1842.48,CUST00886,STORE004
SALE0103293,2025-04-11,P2026,5,6416.3,CUST00527,STORE010
SALE0103294,2025-05-02,P1519,2,1525.18,CUST00543,STORE006
SALE0103295,2025-05-05,P2452,2,452.2,CUST00847,STORE004
SALE0103296,2025-02-04,P1552,4,91691.16,CUST00303,STORE008
SALE0103297,2025-04-02,P1427,3,302.34,CUST00025,STORE010
SALE0103298,2025-01-13,P1814,2,2944.42,CUST00108,STORE009
SALE0103299,2025-01-21,P2190,2,2372.08,CUST00036,STORE002
SALE0103300,2025-04-12,P1726,2,1516.82,CUST00944,STORE006
SALE0103301,2025-06-13,P1633,4,26943.4,CUST00966,STORE006
SALE0103302,2025-04-28,P2387,1,56.77,CUST00086,STORE005
SALE0103303,2025-03-21,P1714,2,423.92,CUST00695,STORE003
SALE0103304,2025-06-01,P2314,1,549.23,CUST00404,STORE004
SALE0103305,2025-05-27,P1888,4,9092.88,CUST00708,STORE009
SALE0103306,2025-01-31,P1575,5,6541.1,CUST00193,STORE006
SALE0103307,2025-04-10,P1770,2,276.48,CUST00565,STORE008
SALE0103308,2025-06-12,P1412,1,825.01,CUST00601,STORE010
SALE0103309,2025-01-14,P1228,2,1517.56,CUST00702,STORE001
SALE0103310,2025-01-25,P1987,4,1825.24,CUST00202,STORE010
SALE0103311,2025-05-02,P1762,1,157.93,CUST00018,STORE006
SALE0103312,2025-02-24,P2020,1,128.85,CUST00262,STORE007
SALE0103313,2025-03-23,P2005,5,1464.95,CUST00173,STORE005
SALE0103314,2025-01-21,P2381,1,451.56,CUST00249,STORE008
SALE0103315,2025-03-27,P1425,1,174.61,CUST00846,STORE005
SALE0103316,2025-05-21,P2375,5,1569.65,CUST00098,STORE001
SALE0103317,2025-04-03,P1122,2,1246.88,CUST00497,STORE005
SALE0103318,2025-02-16,P2024,5,655.7,CUST00434,STORE004
SALE0103319,2025-06-06,P2199,5,14905.0,CUST00336,STORE001
SALE0103320,2025-02-25,P2090,4,1002.64,CUST00184,STORE006
SALE0103321,2025-01-27,P2063,3,453.72,CUST00643,STORE010
SALE0103322,2025-02-06,P2224,3,3875.64,CUST00586,STORE007
SALE0103323,2025-01-04,P1030,2,183.78,CUST00266,STORE010
SALE0103324,2025-01-12,P1285,5,366.6,CUST00245,STORE007
SALE0103325,2025-01-19,P2354,4,2927.48,CUST00938,STORE007
SALE0103326,2025-03-08,P2412,5,2162.85,CUST00277,STORE001
SALE0103327,2025-06-12,P1647,2,570.0,CUST00173,STORE001
SALE0103328,2025-01-16,P1882,1,319.51,CUST00898,STORE002
SALE0103329,2025-04-20,P1646,1,438.32,CUST00063,STORE002
SALE0103330,2025-05-14,P1010,4,1789.88,CUST00825,STORE007
SALE0103331,2025-04-30,P1592,4,5411.08,CUST00063,STORE007
SALE0103332,2025-04-06,P2190,5,5930.2,CUST00702,STORE006
SALE0103333,2025-03-07,P1657,2,121.28,CUST00347,STORE005
SALE0103334,2025-05-20,P2153,4,175025.68,CUST00900,STORE003
SALE0103335,2025-01-02,P1588,4,2655.08,CUST00754,STORE003
SALE0103336,2025-05-11,P2081,3,347.25,CUST00031,STORE009
SALE0103337,2025-05-24,P2030,3,798.3,CUST00725,STORE008
SALE0103338,2025-04-11,P1600,1,758.42,CUST00604,STORE005
SALE0103339,2025-05-26,P2484,1,487.33,CUST00208,STORE008
SALE0103340,2025-03-27,P1789,5,1972.1,CUST00728,STORE008
SALE0103341,2025-03-29,P2122,2,4644.4,CUST00420,STORE001
SALE0103342,2025-02-15,P1635,1,3486.88,CUST00547,STORE005
SALE0103343,2025-01-08,P1651,1,464.03,CUST00369,STORE007
SALE0103344,2025-04-28,P2408,3,329.46,CUST00239,STORE008
SALE0103345,2025-02-26,P1575,5,6541.1,CUST00560,STORE004
SALE0103346,2025-06-19,P1800,3,3875.16,CUST00971,STORE009
SALE0103347,2025-03-01,P1625,2,167857.36,CUST00745,STORE006
SALE0103348,2025-02-12,P1664,3,5026.68,CUST00857,STORE004
SALE0103349,2025-01-31,P2411,4,2727.44,CUST00465,STORE008
SALE0103350,2025-05-12,P1910,1,24814.26,CUST00476,STORE010
SALE0103351,2025-06-10,P1465,5,13128.2,CUST00944,STORE006
SALE0103352,2025-05-26,P1606,5,1984.4,CUST00288,STORE009
SALE0103353,2025-01-10,P1074,2,955.14,CUST00967,STORE009
SALE0103354,2025-03-19,P1035,5,3148.2,CUST00965,STORE009
SALE0103355,2025-01-02,P1605,3,758.85,CUST00232,STORE001
SALE0103356,2025-04-17,P1773,5,355.2,CUST00704,STORE008
SALE0103357,2025-03-22,P1358,1,1321.09,CUST00764,STORE006
SALE0103358,2025-03-31,P2423,4,825.68,CUST00484,STORE003
SALE0103359,2025-01-04,P1491,5,101541.45,CUST00911,STORE002
SALE0103360,2025-06-17,P2377,5,1968.65,CUST00702,STORE001
SALE0103361,2025-06-09,P1692,2,1546.9,CUST00574,STORE008
SALE0103362,2025-02-28,P1017,3,1381.32,CUST00150,STORE002
SALE0103363,2025-05-22,P1319,1,128.4,CUST00727,STORE002
SALE0103364,2025-03-14,P1044,5,5930.9,CUST00589,STORE003
SALE0103365,2025-01-29,P2406,5,2166.05,CUST00438,STORE007
SALE0103366,2025-02-10,P2064,3,185.16,CUST00579,STORE004
SALE0103367,2025-04-04,P1555,2,5827.08,CUST00479,STORE003
SALE0103368,2025-05-09,P1785,2,3829.7,CUST00130,STORE001
SALE0103369,2025-02-16,P2012,3,110.55,CUST00212,STORE010
SALE0103370,2025-03-06,P1928,3,767.28,CUST00793,STORE007
SALE0103371,2025-03-29,P1547,1,607.77,CUST00827,STORE009
SALE0103372,2025-01-01,P1208,5,5385.4,CUST00312,STORE006
SALE0103373,2025-03-14,P1970,3,208.77,CUST00119,STORE009
SALE0103374,2025-06-09,P1397,2,302.06,CUST00783,STORE007
SALE0103375,2025-06-12,P1124,2,271.04,CUST00166,STORE008
SALE0103376,2025-01-14,P1060,4,4869.36,CUST00786,STORE009
SALE0103377,2025-03-29,P1248,5,1015.95,CUST00629,STORE003
SALE0103378,2025-04-16,P1255,2,232.42,CUST00524,STORE001
SALE0103379,2025-05-22,P1241,2,274.52,CUST00439,STORE008
SALE0103380,2025-04-17,P1582,5,542.05,CUST00626,STORE007
SALE0103381,2025-03-23,P2475,2,1164.9,CUST00758,STORE008
SALE0103382,2025-03-04,P1334,1,3620.9,CUST00653,STORE004
SALE0103383,2025-05-15,P1169,4,18845.16,CUST00578,STORE002
SALE0103384,2025-01-29,P1980,3,256.62,CUST00257,STORE006
SALE0103385,2025-05-27,P1728,4,795.24,CUST00686,STORE001
SALE0103386,2025-03-16,P1872,3,954.78,CUST00205,STORE009
SALE0103387,2025-03-02,P1155,3,230.82,CUST00451,STORE004
SALE0103388,2025-01-06,P1167,2,740.88,CUST00709,STORE001
SALE0103389,2025-02-08,P1989,3,10206.3,CUST00293,STORE009
SALE0103390,2025-02-11,P2030,2,532.2,CUST00489,STORE008
SALE0103391,2025-02-04,P1524,2,1860.04,CUST00047,STORE004
SALE0103392,2025-05-05,P1665,5,7763.05,CUST00901,STORE001
SALE0103393,2025-04-12,P1223,3,3215.31,CUST00358,STORE010
SALE0103394,2025-05-22,P1388,1,266.62,CUST00780,STORE008
SALE0103395,2025-02-18,P1816,4,14426.16,CUST00782,STORE007
SALE0103396,2025-06-11,P2321,2,1915.54,CUST00071,STORE007
SALE0103397,2025-05-06,P1032,5,124579.1,CUST00944,STORE001
SALE0103398,2025-02-22,P1735,3,1080.54,CUST00618,STORE010
SALE0103399,2025-02-15,P2335,4,812.88,CUST00332,STORE001
SALE0103400,2025-02-20,P2146,2,357.8,CUST00811,STORE007
SALE0103401,2025-05-30,P1747,5,78954.0,CUST00129,STORE009
SALE0103402,2025-06-28,P2053,3,16936.11,CUST00849,STORE007
SALE0103403,2025-06-11,P1182,5,846.35,CUST00866,STORE010
SALE0103404,2025-03-17,P1328,1,1236.57,CUST00078,STORE009
SALE0103405,2025-05-27,P1392,1,384.87,CUST00660,STORE009
SALE0103406,2025-04-14,P2167,4,1279.56,CUST00931,STORE004
SALE0103407,2025-03-20,P2131,1,65376.89,CUST00051,STORE005
SALE0103408,2025-05-10,P1145,3,4760.16,CUST00842,STORE009
SALE0103409,2025-02-19,P2029,5,1648.15,CUST00284,STORE010
SALE0103410,2025-06-06,P1355,2,1284.66,CUST00851,STORE001
SALE0103411,2025-01-04,P2106,2,442.86,CUST00056,STORE006
SALE0103412,2025-05-21,P1270,3,3339.03,CUST00508,STORE001
SALE0103413,2025-05-26,P1365,2,470.72,CUST00719,STORE005
SALE0103414,2025-03-01,P2469,4,1953.96,CUST00085,STORE003
SALE0103415,2025-03-10,P1007,3,4270.05,CUST00774,STORE010
SALE0103416,2025-02-25,P1442,1,683.39,CUST00449,STORE003
SALE0103417,2025-06-12,P2078,5,972.45,CUST00079,STORE005
SALE0103418,2025-02-04,P2340,1,1562.48,CUST00879,STORE006
SALE0103419,2025-04-08,P1423,4,5221.4,CUST00391,STORE010
SALE0103420,2025-01-04,P2006,5,214.5,CUST00480,STORE008
SALE0103421,2025-01-26,P1600,4,3033.68,CUST00103,STORE008
SALE0103422,2025-01-08,P2134,5,485.35,CUST00107,STORE004
SALE0103423,2025-02-17,P2386,3,4328.1,CUST00711,STORE004
SALE0103424,2025-01-24,P1011,1,273.28,CUST00583,STORE005
SALE0103425,2025-02-21,P1682,5,2419.0,CUST00323,STORE005
SALE0103426,2025-05-29,P2483,5,3341.3,CUST00920,STORE006
SALE0103427,2025-05-22,P1430,1,732.43,CUST00416,STORE007
SALE0103428,2025-02-13,P1215,2,2751.0,CUST00496,STORE006
SALE0103429,2025-06-01,P1809,2,1417.98,CUST00421,STORE009
SALE0103430,2025-02-02,P1683,3,2574.81,CUST00293,STORE001
SALE0103431,2025-03-17,P1882,1,319.51,CUST00044,STORE005
SALE0103432,2025-05-18,P1253,1,75.39,CUST00702,STORE003
SALE0103433,2025-04-14,P1580,1,157.08,CUST00976,STORE001
SALE0103434,2025-01-24,P1831,2,193401.08,CUST00854,STORE002
SALE0103435,2025-03-03,P2388,5,3216.05,CUST00892,STORE009
SALE0103436,2025-02-20,P2162,5,223912.2,CUST00206,STORE002
SALE0103437,2025-04-28,P1607,2,3177.78,CUST00693,STORE007
SALE0103438,2025-02-08,P1810,2,2115.5,CUST00126,STORE009
SALE0103439,2025-02-08,P2093,3,3447.27,CUST00563,STORE007
SALE0103440,2025-01-23,P1058,2,2043.14,CUST00464,STORE009
SALE0103441,2025-04-15,P1149,4,211.92,CUST00625,STORE009
SALE0103442,2025-03-06,P2277,3,1228.38,CUST00992,STORE001
SALE0103443,2025-06-07,P1811,3,580.08,CUST00051,STORE009
SALE0103444,2025-05-02,P1813,1,102.77,CUST00177,STORE008
SALE0103445,2025-06-25,P1045,5,1632.35,CUST00691,STORE004
SALE0103446,2025-02-10,P1459,4,1074.24,CUST00445,STORE005
SALE0103447,2025-05-01,P1092,2,395.1,CUST00426,STORE001
SALE0103448,2025-02-22,P1326,5,4223.2,CUST00150,STORE005
SALE0103449,2025-02-08,P1938,4,596.76,CUST00962,STORE001
SALE0103450,2025-03-10,P2310,3,1096.11,CUST00438,STORE006
SALE0103451,2025-02-22,P1400,2,79.06,CUST00020,STORE006
SALE0103452,2025-06-07,P1262,1,168.7,CUST00556,STORE003
SALE0103453,2025-04-04,P1948,4,1213.72,CUST00551,STORE001
SALE0103454,2025-01-31,P1419,2,2062.78,CUST00735,STORE010
SALE0103455,2025-05-02,P1690,2,263.6,CUST00703,STORE010
SALE0103456,2025-06-21,P1600,3,2275.26,CUST00474,STORE006
SALE0103457,2025-06-04,P2125,5,245336.1,CUST00682,STORE002
SALE0103458,2025-02-15,P1199,2,3049.48,CUST00504,STORE005
SALE0103459,2025-06-05,P1126,3,1044.18,CUST00887,STORE004
SALE0103460,2025-01-10,P1699,2,136.88,CUST00925,STORE002
SALE0103461,2025-06-11,P1771,5,12026.75,CUST00878,STORE007
SALE0103462,2025-04-06,P2492,5,3793.1,CUST00185,STORE004
SALE0103463,2025-05-02,P1805,5,310026.3,CUST00352,STORE008
SALE0103464,2025-02-01,P2122,1,2322.2,CUST00724,STORE007
SALE0103465,2025-01-15,P1102,5,15423.35,CUST00492,STORE006
SALE0103466,2025-05-05,P2335,5,1016.1,CUST00159,STORE010
SALE0103467,2025-01-04,P1191,1,32842.6,CUST00999,STORE010
SALE0103468,2025-06-10,P1054,3,5570.31,CUST00875,STORE009
SALE0103469,2025-04-24,P1038,3,270396.96,CUST00067,STORE010
SALE0103470,2025-05-28,P1611,5,2457.75,CUST00814,STORE003
SALE0103471,2025-04-05,P2478,4,765.0,CUST00219,STORE009
SALE0103472,2025-04-22,P1817,3,1357.71,CUST00979,STORE003
SALE0103473,2025-06-21,P2231,3,9308.88,CUST00921,STORE010
SALE0103474,2025-06-16,P1498,5,7180.95,CUST00723,STORE002
SALE0103475,2025-04-20,P1566,5,756.85,CUST00025,STORE006
SALE0103476,2025-05-23,P2146,3,536.7,CUST00962,STORE001
SALE0103477,2025-01-27,P2038,3,2457.03,CUST00586,STORE007
SALE0103478,2025-05-05,P1089,2,4962.28,CUST00933,STORE006
SALE0103479,2025-03-20,P2096,3,1137.45,CUST00211,STORE006
SALE0103480,2025-03-12,P2316,2,1024.02,CUST00923,STORE004
SALE0103481,2025-05-04,P1915,2,5608.34,CUST00097,STORE007
SALE0103482,2025-02-13,P2448,4,1440.0,CUST00718,STORE007
SALE0103483,2025-01-23,P1761,2,792.46,CUST00764,STORE001
SALE0103484,2025-05-28,P1905,5,421.8,CUST00626,STORE007
SALE0103485,2025-01-01,P1319,5,642.0,CUST00424,STORE005
SALE0103486,2025-06-25,P1643,1,512.54,CUST00324,STORE002
SALE0103487,2025-01-05,P1755,1,2182.38,CUST00102,STORE006
SALE0103488,2025-01-29,P1006,3,7138.17,CUST00043,STORE008
SALE0103489,2025-02-28,P1196,2,1791.54,CUST00393,STORE007
SALE0103490,2025-01-22,P1506,3,168482.76,CUST00508,STORE004
SALE0103491,2025-06-05,P1955,4,637.92,CUST00814,STORE009
SALE0103492,2025-02-20,P2335,3,609.66,CUST00549,STORE007
SALE0103493,2025-02-28,P1333,1,189.1,CUST00268,STORE004
SALE0103494,2025-05-22,P2026,5,6416.3,CUST00280,STORE001
SALE0103495,2025-04-16,P1956,3,387.54,CUST00658,STORE006
SALE0103496,2025-06-05,P1635,4,13947.52,CUST00099,STORE010
SALE0103497,2025-04-15,P2326,3,6525.51,CUST00045,STORE003
SALE0103498,2025-04-14,P2461,3,674.43,CUST00112,STORE002
SALE0103499,2025-02-17,P2018,1,1272.78,CUST00458,STORE005
SALE0103500,2025-04-29,P1872,4,1273.04,CUST00785,STORE009
SALE0103501,2025-04-14,P2424,4,2164.64,CUST00011,STORE008
SALE0103502,2025-04-22,P1078,1,3901.33,CUST00124,STORE010
SALE0103503,2025-02-13,P1939,1,1463.54,CUST00143,STORE004
SALE0103504,2025-03-04,P1561,4,1260.28,CUST00315,STORE002
SALE0103505,2025-01-12,P1760,2,181.9,CUST00427,STORE005
SALE0103506,2025-02-01,P1889,5,291128.55,CUST00063,STORE002
SALE0103507,2025-01-17,P1186,1,333.15,CUST00799,STORE004
SALE0103508,2025-04-13,P2309,1,138.38,CUST00668,STORE006
SALE0103509,2025-04-25,P1738,3,114.84,CUST00164,STORE006
SALE0103510,2025-01-30,P2289,3,271.11,CUST00316,STORE009
SALE0103511,2025-06-21,P1089,1,2481.14,CUST00473,STORE007
SALE0103512,2025-04-30,P1772,4,7515.4,CUST00296,STORE009
SALE0103513,2025-04-16,P1927,3,244.44,CUST00506,STORE007
SALE0103514,2025-03-25,P1470,3,10212.45,CUST00789,STORE004
SALE0103515,2025-06-15,P1815,3,2544.78,CUST00531,STORE009
SALE0103516,2025-02-21,P1791,3,1970.94,CUST00182,STORE006
SALE0103517,2025-05-29,P2364,5,1960.3,CUST00343,STORE002
SALE0103518,2025-01-22,P1118,4,489.8,CUST00965,STORE007
SALE0103519,2025-03-28,P2098,5,328626.4,CUST00828,STORE001
SALE0103520,2025-03-18,P1387,3,1961.22,CUST00405,STORE001
SALE0103521,2025-05-14,P1771,5,12026.75,CUST00765,STORE009
SALE0103522,2025-05-19,P1426,3,692.25,CUST00072,STORE004
SALE0103523,2025-06-14,P1447,1,246.2,CUST00959,STORE002
SALE0103524,2025-03-25,P1954,3,523.32,CUST00809,STORE002
SALE0103525,2025-01-05,P1979,4,339.96,CUST00332,STORE007
SALE0103526,2025-05-19,P2454,2,58994.5,CUST00413,STORE001
SALE0103527,2025-06-07,P2333,4,242210.12,CUST00360,STORE006
SALE0103528,2025-06-19,P1757,3,1467.42,CUST00980,STORE003
SALE0103529,2025-05-15,P2418,1,458.1,CUST00339,STORE001
SALE0103530,2025-04-02,P1920,5,5109.65,CUST00682,STORE003
SALE0103531,2025-01-28,P1076,2,1608.66,CUST00329,STORE007
SALE0103532,2025-04-02,P1545,1,50116.87,CUST00965,STORE008
SALE0103533,2025-06-16,P1798,2,461.3,CUST00559,STORE010
SALE0103534,2025-04-12,P1797,4,1864.76,CUST00582,STORE009
SALE0103535,2025-05-10,P1148,1,1798.83,CUST00708,STORE009
SALE0103536,2025-06-13,P2042,1,44.86,CUST00014,STORE002
SALE0103537,2025-02-23,P1296,4,1158.64,CUST00740,STORE004
SALE0103538,2025-05-13,P1370,4,1551.64,CUST00994,STORE002
SALE0103539,2025-02-03,P1110,2,68436.36,CUST00955,STORE005
SALE0103540,2025-05-06,P1160,2,1601.62,CUST00255,STORE003
SALE0103541,2025-01-22,P1401,1,3866.46,CUST00699,STORE004
SALE0103542,2025-06-12,P1055,1,1311.2,CUST00777,STORE005
SALE0103543,2025-03-29,P2386,5,7213.5,CUST00126,STORE009
SALE0103544,2025-04-26,P1071,1,692.13,CUST00979,STORE004
SALE0103545,2025-02-14,P1459,5,1342.8,CUST00992,STORE005
SALE0103546,2025-06-07,P1279,4,567.32,CUST00625,STORE002
SALE0103547,2025-03-07,P2248,5,378.6,CUST00647,STORE009
SALE0103548,2025-02-08,P1614,3,2400.39,CUST00292,STORE010
SALE0103549,2025-06-23,P2062,2,21106.74,CUST00245,STORE006
SALE0103550,2025-05-15,P2022,1,133.0,CUST00274,STORE008
SALE0103551,2025-05-21,P1704,1,59649.6,CUST00126,STORE002
SALE0103552,2025-05-23,P2004,3,3047.01,CUST00639,STORE008
SALE0103553,2025-04-10,P2131,2,130753.78,CUST00631,STORE001
SALE0103554,2025-02-26,P2110,1,148.01,CUST00684,STORE009
SALE0103555,2025-05-09,P1731,1,221.03,CUST00866,STORE004
SALE0103556,2025-01-14,P1015,2,157637.5,CUST00235,STORE007
SALE0103557,2025-01-01,P1468,3,124.62,CUST00206,STORE010
SALE0103558,2025-05-31,P1910,3,74442.78,CUST00882,STORE002
SALE0103559,2025-03-12,P2272,1,1508.87,CUST00917,STORE010
SALE0103560,2025-06-28,P1201,3,1405.98,CUST00158,STORE007
SALE0103561,2025-06-28,P2009,5,7130.6,CUST00707,STORE003
SALE0103562,2025-03-12,P2015,2,1750.88,CUST00027,STORE008
SALE0103563,2025-05-26,P1536,5,485551.7,CUST00507,STORE001
SALE0103564,2025-02-13,P1617,3,81174.03,CUST00166,STORE004
SALE0103565,2025-03-22,P1264,3,3440.91,CUST00341,STORE005
SALE0103566,2025-05-23,P1586,3,162.99,CUST00471,STORE002
SALE0103567,2025-03-26,P1803,4,1101.72,CUST00992,STORE007
SALE0103568,2025-03-31,P1723,3,268.02,CUST00271,STORE007
SALE0103569,2025-02-15,P1053,5,2531.25,CUST00972,STORE004
SALE0103570,2025-01-20,P2150,2,4679.02,CUST00028,STORE007
SALE0103571,2025-01-11,P1383,5,365662.05,CUST00856,STORE010
SALE0103572,2025-01-20,P1284,3,3821.19,CUST00794,STORE006
SALE0103573,2025-06-16,P1740,2,953.56,CUST00057,STORE009
SALE0103574,2025-02-12,P1299,1,13977.48,CUST00897,STORE010
SALE0103575,2025-04-13,P2009,1,1426.12,CUST00013,STORE005
SALE0103576,2025-03-10,P1679,1,1086.39,CUST00885,STORE003
SALE0103577,2025-02-14,P2001,2,544.68,CUST00367,STORE010
SALE0103578,2025-04-15,P1591,5,902.5,CUST00746,STORE001
SALE0103579,2025-03-01,P1712,4,4066.36,CUST00075,STORE003
SALE0103580,2025-04-03,P2243,1,2295.97,CUST00951,STORE006
SALE0103581,2025-01-18,P2076,3,425.79,CUST00317,STORE007
SALE0103582,2025-02-20,P2259,5,320510.05,CUST00705,STORE006
SALE0103583,2025-03-08,P1319,2,256.8,CUST00820,STORE009
SALE0103584,2025-05-09,P2478,1,191.25,CUST00557,STORE006
SALE0103585,2025-06-16,P2241,3,1955.91,CUST00645,STORE008
SALE0103586,2025-05-28,P1788,4,2889.76,CUST00011,STORE005
SALE0103587,2025-05-18,P1930,3,1116.54,CUST00476,STORE009
SALE0103588,2025-03-10,P2287,5,13470.4,CUST00358,STORE001
SALE0103589,2025-03-30,P2172,3,5112.51,CUST00312,STORE010
SALE0103590,2025-04-15,P2048,1,1003.01,CUST00608,STORE006
SALE0103591,2025-01-29,P1826,4,2032.04,CUST00802,STORE007
SALE0103592,2025-01-06,P2066,2,1026.54,CUST00013,STORE004
SALE0103593,2025-03-30,P1890,4,475.8,CUST00710,STORE002
SALE0103594,2025-04-18,P1307,5,1031.55,CUST00039,STORE004
SALE0103595,2025-03-01,P1758,4,248.88,CUST00332,STORE001
SALE0103596,2025-03-14,P1487,4,4810.72,CUST00286,STORE002
SALE0103597,2025-04-07,P2489,3,6393.57,CUST00237,STORE002
SALE0103598,2025-01-29,P1818,1,102.32,CUST00655,STORE009
SALE0103599,2025-05-08,P1387,5,3268.7,CUST00685,STORE010
SALE0103600,2025-01-01,P2354,4,2927.48,CUST00810,STORE006
SALE0103601,2025-03-06,P1375,4,13720.76,CUST00701,STORE003
SALE0103602,2025-01-08,P2102,5,11394.05,CUST00573,STORE006
SALE0103603,2025-03-07,P2101,3,2639.07,CUST00471,STORE002
SALE0103604,2025-04-29,P1086,4,1859.4,CUST00669,STORE003
SALE0103605,2025-06-10,P2362,3,304.71,CUST00344,STORE008
SALE0103606,2025-03-09,P1387,2,1307.48,CUST00869,STORE007
SALE0103607,2025-05-13,P1699,5,342.2,CUST00059,STORE006
SALE0103608,2025-06-04,P2494,5,3245.45,CUST00143,STORE005
SALE0103609,2025-06-18,P1263,5,3771.7,CUST00439,STORE001
SALE0103610,2025-04-12,P2155,5,653.6,CUST00404,STORE003
SALE0103611,2025-03-20,P2416,2,60506.36,CUST00075,STORE005
SALE0103612,2025-06-17,P1236,1,921.68,CUST00216,STORE007
SALE0103613,2025-02-20,P2313,3,239.97,CUST00385,STORE003
SALE0103614,2025-05-10,P1387,3,1961.22,CUST00110,STORE004
SALE0103615,2025-03-25,P1894,3,6662.88,CUST00112,STORE005
SALE0103616,2025-03-31,P1336,2,125858.4,CUST00206,STORE009
SALE0103617,2025-06-14,P1872,2,636.52,CUST00608,STORE005
SALE0103618,2025-03-26,P2045,3,1727.34,CUST00969,STORE002
SALE0103619,2025-03-07,P2103,4,909.32,CUST00297,STORE007
SALE0103620,2025-05-04,P1320,3,3603.15,CUST00011,STORE009
SALE0103621,2025-05-22,P1783,1,25422.77,CUST00299,STORE010
SALE0103622,2025-06-10,P1165,5,784.65,CUST00839,STORE006
SALE0103623,2025-04-14,P2273,1,179.79,CUST00431,STORE005
SALE0103624,2025-03-08,P1160,3,2402.43,CUST00297,STORE007
SALE0103625,2025-02-12,P2142,2,560.84,CUST00533,STORE003
SALE0103626,2025-01-07,P1138,1,426.2,CUST00558,STORE007
SALE0103627,2025-03-17,P1381,5,14617.1,CUST00001,STORE002
SALE0103628,2025-01-23,P2489,3,6393.57,CUST00151,STORE008
SALE0103629,2025-05-08,P1532,1,741.53,CUST00759,STORE005
SALE0103630,2025-05-24,P1539,3,173528.76,CUST00075,STORE010
SALE0103631,2025-02-19,P1798,4,922.6,CUST00461,STORE004
SALE0103632,2025-03-03,P1031,1,598.95,CUST00462,STORE005
SALE0103633,2025-01-10,P1402,2,110074.02,CUST00033,STORE004
SALE0103634,2025-01-30,P2398,1,38472.77,CUST00604,STORE002
SALE0103635,2025-05-24,P2478,1,191.25,CUST00755,STORE005
SALE0103636,2025-05-31,P1803,5,1377.15,CUST00611,STORE005
SALE0103637,2025-05-04,P2218,5,17976.2,CUST00548,STORE005
SALE0103638,2025-02-22,P1952,5,275.75,CUST00965,STORE001
SALE0103639,2025-04-12,P2000,1,418.05,CUST00102,STORE005
SALE0103640,2025-01-21,P1332,1,1463.03,CUST00291,STORE001
SALE0103641,2025-05-06,P2080,3,938.64,CUST00631,STORE008
SALE0103642,2025-05-03,P1756,5,3381.95,CUST00870,STORE010
SALE0103643,2025-04-22,P1342,1,986.81,CUST00943,STORE001
SALE0103644,2025-06-01,P2000,1,418.05,CUST00376,STORE010
SALE0103645,2025-02-28,P1386,4,1439.44,CUST00577,STORE007
SALE0103646,2025-06-15,P1397,4,604.12,CUST00235,STORE005
SALE0103647,2025-03-19,P1565,4,5198.4,CUST00844,STORE003
SALE0103648,2025-04-20,P1405,2,89.5,CUST00528,STORE007
SALE0103649,2025-06-01,P1419,4,4125.56,CUST00624,STORE005
SALE0103650,2025-02-04,P2108,5,2476.0,CUST00997,STORE007
SALE0103651,2025-04-04,P2115,3,70559.88,CUST00773,STORE010
